Name	dateid01	cip_jp	cip_uk	cip_us_ca	cip_us_swe	corp_aaa_baa_us	cross_stock_us_ca	cross_stock_us_de	cross_stock_us_jp	cross_stock_us_uk	debt_equity_us	diff_debt_equity_us	diff_lenddepo_us	diff_liquidity_us	diff_m1_liquidity_us	diff_mortgageloan_us1	fin_allmarket_us1	gov10y_1y_us	gov20y_10y_us	gov20y_1y_us	gq_gdp_us	gq_gdp_w	gr12lcpi_us	gr12lip_us_sa	gr12ly_us_sa	gy_gdp_us	gy_gdp_w	i3m_us	inf_us	inf_usf	ip_us	ipus_yus	lcpi_ppi_us	lending_deposit_us	lgdp_us_w_sa	lip_sa_us	lip_us	lip_us_sa	lip_y_us_sa	liquidity_us	lrate_drate_us	lti	ly_us	ly_us_sa	m1_liquidity_us	mort_corp_us	mortgage_loan_us1	mrate_tbill_us	refer_us	sti	target	tbill_6m_3m_us	ted1y_us	ump_us	y_q	y_us	y_y	ys_q	ys_y	yus_yworld
Display_name																					quarterly growth US GDP seasonally adjusted not logged	quarterly growth world GDP seasonally adjusted not logged				annual grwoth USD GDP seasonally adjusted not logged	annual growth World GDP seasonally adjusted not logged																												quarterly growth US GDP seasonally adjusted and logged		annual growth US GDP seasonally adjusted and logged	quarterly world GDP growth seasonally adjusted and logged	annual growth world GDP seasonally adjusted and logged	
	1985-08-01	-0.67500000000000008	2.9682092666625976	-1.0425127744674682	-6.4701786041259768	-1.45	8.728829	0.2196181	0.18537117540836336	8.473945	12.887763977050782	-0.11877602338790894	0.00032650000000000004	-0.0003898	3.096156e-06	0.0014055344508960844	0.44685363769531248	2.00	-2.78	-0.78	-1.687401362	-2.080107318	0.0085265678060178416	0.001048024846595664	0.01502988460199112	2.709310818	3.1080150190000004	8.03	3.3	3.3	0.5033557	1.2456075636748904	-0.1155097299999994	0.817866	-0.041520565825960088	4.094056187	4.097454721	4.0937109641769904	1.24560756367489	0.2716304	-2.16	10.33	2.848875671	2.8481034005021	0.0002826913	1.14	0.29211023449897768	0.89	146.27	8.03	-0.024902051	1.79	0.69	6.9	-2.835438069	4.7287445068359376	-0.457403092	-2.9202443429999996	-0.32376249	0.048236690
	1985-09-01	-2.61	2.776677	-0.4506399	-6.349213	-1.41	8.356127	0.20854426920413972	0.17743302881717682	8.096043	12.964545249938964	0.07678127	-0.0008815	0.0010032419999999998	-5.871438e-07	-0.0004334748	0.4357425272464752	2.29	-2.16	0.13	5.722876433	5.300570403	0.008079493492924544	0.0024433408551603748	0.017338070896313972	5.944474312	6.355736997	8.14	3.1	3.1	0.9966778	1.24346307247579	-0.1065636430000003	0.8169845	-0.042430391856400192	4.098308363	4.112137001	4.0978732339489096	1.24346307247579	0.27263364195823668	-2.06	10.37	2.853127847	2.85441016147312	0.0002821041562128812	1.12	0.29167675971984864	1.04	147.44	8.14	-0.025941622	1.18	0.82	6.9	4.488306859	6.175959	2.678014457	4.397108343	2.815864505	0.046428160
	1985-10-01	0.305	2.789446	-0.751174	-7.902443	-1.34	8.38798	0.1996844	0.18494124710559844	8.256634	12.896437644958496	-0.068107604980468752	-0.0016132	-2.938509e-05	1.4202087186276912e-06	0.002674579620361328	0.4416816	2.39	-1.77	0.62	4.406908178	4.838082364	0.008212454695136616	0.001312027604638365	0.01475725410987944	3.279159182	3.743602952	8.09	3.2	3.2	0.6688963	1.2410677969861398	-0.1112906899999997	0.8153713	-0.044822938666110088	4.093615964	4.100233853	4.0926647763108696	1.2410677969861398	0.27260425686836244	-2.10	10.24	2.851339091	2.85159697932473	0.00028352436493150888	1.12	0.29435133934020996	0.93	140.70	8.09	-0.028273594	0.52	0.58	6.8	3.802559324	5.1509823799133304	0.13274761800000002	3.91645105	0.28074097999999996	0.047192548
	1985-11-01	-4.72	2.7420601844787596	-1.3793704509735108	-9.154355	-1.44	9.013375	0.19849778711795808	0.2004680335521698	8.319753	13.128185272216796	0.2317476272583008	-0.0008721	0.0019746719999999996	-3.884837497025728e-06	-0.0003175393503624946	0.43354603648185728	2.36	-1.62	0.74	-4.263597062	-3.868229875	0.0090825953236397056	0.00108133521590712	0.01423219432574075	1.093031916	1.547644726	8.03	3.5	3.5	0.5059022	1.24167018609204	-0.1127652820000002	0.8144992	-0.04498460008501004	4.096404107	4.0908434400000008	4.0967758659681	1.24167018609204	0.27457892894744872	-2.03	9.78	2.854127234	2.85510567987606	0.00027963952743448316	1.23	0.2940338	0.79	138.48	8.03	-0.028429460	-0.070000000000000008	0.86	6.7	-4.8177575709999992	3.2592105865478516	-1.986779028	-4.71332402	-1.841918265	0.044493769
	1985-12-01	-0.425	3.166725	-1.8378127813339232	-8.529603	-1.42	9.194082	0.2142799198627472	0.2013341	8.81803	13.38000774383545	0.25182247161865236	-0.0010016999999999998	0.004569771	-2.9729274046985664e-06	-0.001757656	0.4409788	2.45	-1.89	0.56	2.32084878	2.743408067	0.0095487131462729712	0.0035835001614035112	0.0166669377914903	8.342811688	8.830026575	8.00	3.8	3.8	1.8644068241119384	1.24207293650846	-0.1122496829999999	0.8134975	-0.046488163475350232	4.106177608	4.095402336	4.10560209996458	1.24207293650846	0.27914870000000004	-2.41	9.26	2.863900735	2.86352916345612	0.0002766666	1.10	0.29227614402770996	0.90	137.43	8.00	-0.025723762	0.11	-0.18	6.7	1.72857487	4.806364	5.042135363	1.84019103	5.197384661	0.045770979
	1986-01-01	-1.205	4.1732363700866696	-2.6281697750091552	-8.100697	-1.39	9.081475	0.19578441977500916	0.2033179	8.776627	13.22591495513916	-0.15409278869628906	0.0093189999999999984	0.00030243179999999996	1.2544e-06	0.000791856	0.45013692975044248	2.28	-2.25	0.03	0.25017075	-0.512554729	0.0098401919764468704	0.0057336688290844344	0.0187907782271668	5.574494236	4.6725476199999992	8.01	3.9	3.9	2.5167784690856932	1.2434088268869204	-0.1053320739999997	0.8228165	-0.03310399982543988	4.112064958	4.114047511	4.1170502571968904	1.2434088268869198	0.27945113182067872	-3.38	9.19	2.87280945	2.87364143030997	0.000277921	0.84	0.293068	0.94	136.22	8.01	-0.028321206	0.29	0.55	7.3	-0.471060001	5.4383773803710936	2.330407303	-0.65281445800000008	2.146361577	0.049466170
	1986-02-01	-6.915	3.806229	-5.732105	-8.210433	-1.44	10.423518180847168	0.1985996812582016	0.20804987847805024	8.864062	13.10350513458252	-0.12240982055664062	0.0036653	-4.568696e-05	2.0984198272344656e-06	0.0026275	0.443724662065506	2.30	-2.93	-0.63	-2.644358751	-3.38506201	0.0080664665551718208	0.002474287756420684	0.01445904822923415	4.008904236	3.120332807	7.90	3.1	3.1	1.3245033025741578	1.2390316359559996	-0.093434633000000224	0.8264818	-0.036321939612249832	4.105150962	4.115533483	4.1048568880733096	1.239031635956	0.27940544486045836	-2.94	8.70	2.865895454	2.8658252521173104	0.00028001941973343492	1.04	0.2956955	0.84	131.48	7.90	-0.028676963	0.21	0.23	7.8	-3.344765361	3.8948636054992672	0.812924662	-3.52127201	0.631608194	0.045290807
	1986-03-01	-2.345	3.138055	-4.8757400000000008	-7.616607	-1.50	10.80018	0.18436487019062044	0.1945059597492218	8.544349	13.087735176086426	-0.01576995849609375	0.0049947	-0.004503845	1.539380264148349e-06	-0.0006893	0.4406446	2.23	-3.16	-0.93	5.184762785	4.384493837	0.0057440619855830656	0.0001254511568453723	0.01188296826631882	3.067042722	2.186517828	7.42	2.3	2.3	0	1.2343591646420596	-0.084165485000000208	0.8314765	-0.03616678933478968	4.0985141909999992	4.102056416	4.0945350876548296	1.234359164642059	0.27490160000000004	-2.24	7.78	2.859258683	2.86017592301277	0.0002815588	1.08	0.2950062	0.86	128.47	7.42	-0.030573611	0.79	-0.11	7.5	4.428031051	3.742525	-0.099995386	4.237330135	-0.279669927	0.050337631
	1986-04-01	-3.855	2.825004	-2.0403783321380616	-7.152816	-1.40	9.966991	0.18814507126808168	0.18813304603099824	8.124181	13.116968154907226	0.02923298	-0.0060802	0.0006702827522531152	5.724e-07	0.0018956221174448728	0.42964503169059752	1.90	-2.59	-0.69	-1.155424571	-0.217614761	0.0041401908704811112	0.003075039616320014	0.01321090072524217	4.558567405	4.759980634	6.81	1.6	1.6	1.1784511804580688	1.2359709968460794	-0.079312512	0.8253963	-0.0466712058300498	4.099128103	4.09809419	4.1042275487409	1.235970996846079	0.27557188272476196	-1.64	7.30	2.869619665	2.8682565518948204	0.0002821312	1.15	0.29690182209014892	0.75	127.33	6.81	-0.036739828	1.21	-0.26	7.0	-1.451592942	3.026666	1.694671558	-1.215862066	1.774508905	0.045532101
	1986-05-01	-3.585	2.1117074489593504	-1.678742	-5.836186	-1.20	10.310545921325684	0.18104565143585204	0.19025313854217528	8.8056249999999984	12.99279499053955	-0.12417316436767578	0.004527	0.0013271868228912354	5.9759e-06	0.002555178	0.428259551525116	1.59	-1.72	-0.13	7.133772423	8.150227826	0.0039637122922080744	0.001418408981801374	0.01350731411562776	-1.831127968	-1.642023336	6.87	1.5	1.5	0.6745362	1.2296778599320204	-0.080250708999999968	0.8299233	-0.04705562933318008	4.10087486	4.091228044	4.1004021783788104	1.22967785993202	0.2768990695476532	-1.32	7.71	2.871366422	2.87072431844679	0.0002881071	1.06	0.29945699999999996	0.72	124.95	6.87	-0.037063673	0.95	0.13	7.0	6.8127671	3.764836	-4.520007817	7.068266584	-4.445049423	0.045184869
	1986-06-01	-9.715	1.981345	-1.4271645545959472	-7.012937	-1.21	10.669502258300782	0.18083772063255312	0.1845443	8.882436	13.0092191696167	0.01642418	-0.004273	-0.00049116959999999992	2.6013e-06	0.0015325	0.44518417119979856	1.46	-1.32	0.14	-4.141210397	-3.231728892	0.0044183079717580512	0.00085024640874770896	0.01222309309926103	9.073155482	9.28326525	6.95	1.8	1.8	0.66006600000000008	1.2293888951859704	-0.074358638999999728	0.8256503	-0.047633771696249824	4.097893258	4.111911031	4.09879053448342	1.22938889518597	0.2764079	-1.28	7.80	2.86838482	2.86940163929745	0.0002907084	1.56	0.30098950000000004	0.74	125.91	6.95	-0.038935469	0.93	0.15	7.3	-4.428432447	4.387729	6.085603483	-4.199822264	6.168888015	0.044934642
	1986-07-01	-4.875	2.604658	-1.7420541048049926	-5.3822374343872072	-1.28	9.996614	0.173963	0.16524368524551392	8.384943	13.081482887268066	0.07226372	-0.0024958	0.003225264372304082	1.5896e-06	0.002749571	0.4838218	1.09	-1.19	-0.10	0.452411731	0.071808141000000008	0.0040969921116520792	0.0029099673374805312	0.01280617731906655	3.926802224	4.1484894600000008	6.54	1.6	1.6	1.3745704889297486	1.2245472536627804	-0.069035618000000024	0.8231545	-0.043057144778789968	4.103039981	4.078899228	4.10285150729738	1.22454725366278	0.27963316440582276	-1.81	7.30	2.879292639	2.8783042536346	0.00029229800000000004	1.63	0.303739070892334	0.71	122.89	6.54	-0.041258570	1.26	0.01	7.0	-0.272288411	2.3746516704559328	1.536666815	-0.358637867	1.617087839	0.046571845
	1986-08-01	-0.325	3.0767188072204588	-2.0667028427124024	-5.582259	-1.46	10.036904335021972	0.1707141	0.1656678	9.08513	13.066471099853516	-0.015011787414550782	-0.0027864	0.0024005356244742872	1.383369e-06	0.002811402	0.4892263	0.75	-0.57	0.18	-1.935301776	-2.306858572	0.0040085294232538752	0.001956324519904006	0.01014298678364954	-2.078665968	-1.869789053	6.05	1.6	1.6	1.168614387512207	1.2247279156617496	-0.066201323000000032	0.8203681	-0.043718137133309752	4.101993567	4.106727575	4.1017195913136096	1.22472791566175	0.2820337	-2.02	7.17	2.878246226	2.87699167565186	0.00029368136893026532	1.48	0.30655047297477724	0.52	120.85	6.05	-0.041203653	1.02	0.23	6.7	-2.642776087	2.041707	-4.330686071	-2.727073052	-4.2549122199999992	0.045118131
	1986-09-01	0.26	4.283767	-2.1466002464294432	-6.622596	-1.31	9.085625	0.15346646308898926	0.15245702862739562	8.11934	13.159163475036622	0.09269238	-0.0001936	0.0022628	-5.600159e-07	0.00060902704717591408	0.4715978	0.86	-0.19	0.67	4.379926154	3.984441626	0.0044579495403004528	0.001348443529878376	0.009303044830962848	7.687648111	7.917357642	5.89	1.8	1.8	0.8223684	1.2224341174262298	-0.062351249999999856	0.8201745	-0.044460811294319672	4.103803023	4.117445665	4.1033989845974904	1.22243411742623	0.2842965	-3.44	7.45	2.880055682	2.8809648671712604	0.00029312135302461684	1.12	0.30715949999999996	0.68	120.57	5.89	-0.042727940	0.82	0.04	6.8	3.626891498	4.7956566810607912	5.211019798	3.537165928	5.294351054	0.047757727
	1986-10-01	1.895	4.5405173301696776	-2.416344	-6.258978	-1.38	9.449265	0.17673306167125702	0.17328616976737976	8.716684	13.122228622436524	-0.036934852600097656	-0.0018539	0.0007193811	2.435247e-06	0.002851738	0.4672924	1.06	-0.63	0.43	4.785962004	4.996956151	0.0038999478307441352	0.003298556276873788	0.0098987241570561712	4.304113005	4.306318224	5.88	1.5	1.5	1.4950165748596192	1.2263405101677502	-0.06445539199999972	0.8183206	-0.044290276584519904	4.1083756640000008	4.114152091	4.1061646613979104	1.22634051016775	0.28501588106155396	-3.62	7.43	2.878933876	2.87982415123016	0.00029555659999999996	1.12	0.31001123785972596	0.70	120.43	5.88	-0.037198171	1	0.16	6.6	4.386619795	2.1657917499542236	2.107977906	4.4431472660000008	2.132129827	0.047855692
	1986-11-01	-1.805	4.742483	-2.3234951496124268	-4.65038	-1.39	9.765674	0.1835874766111374	0.1671607792377472	8.635482	13.24099	0.11876137554645538	-0.0049278000000000008	0.002844719	3.642493e-08	0.00044843554496765136	0.46472996473312376	1.07	-0.96	0.11	-2.305295977	-2.108580593	0.003266041969358622	0.0034171842414503752	0.01022986496234976	-0.075671822	-0.073559202	5.96	1.3	1.3	1.6778523921966552	1.2264622784636106	-0.06455061399999984	0.8133928	-0.04472905932717008	4.112875139	4.105327363	4.11077530389804	1.226462278463611	0.28786060000000004	-3.91	7.25	2.883433351	2.88431302543443	0.0002955930249299854	1.02	0.3104596734046936	0.61	121.89	5.96	-0.036465128	0.88	0.08	6.6	-2.677613205	1.4452996253967286	-2.179590047	-2.62491116	-2.156452278	0.043224420
	1986-12-01	-1.2450000000000002	4.238878	-1.9162908792495728	-4.0269320000000008	-1.48	9.974052	0.18793264031410216	0.15498383343219758	8.336317	13.479413032531738	0.23842303454875948	0.0011012	-0.0003340819	7.411751e-07	-0.00039604306221008304	0.46368253231048584	1.03	-0.43	0.60	-1.018133226	-0.818826046	0.002870351821901046	0.0030593629245727912	0.0093563732173983696	4.173534189	4.175736647	6.24	1.1	1.1	1.1647254228591918	1.2278412157839398	-0.062642834999999672	0.814494	-0.046404220668379904	4.121432677	4.109290644	4.11816262681226	1.22784121578394	0.28752651810646056	-3.72	7.11	2.891990889	2.89032141102832	0.0002963342	0.83	0.31006363034248352	0.71	120.80	6.24	-0.032948983	0.3	-1.53	6.3	-1.395355866	4.993961	1.980148443	-1.341959453	2.004270128	0.046356042
	1987-01-01	-4.245	4.0907235145568848	-2.0770046710968016	-4.124542	-1.36	10.945687294006348	0.1830250471830368	0.15655899047851562	8.773368	13.445557594299316	-0.03385544	0.0161601	-0.004568964	1.2405338338794536e-06	0.003624797	0.44786193966865536	1.24	-0.51	0.73	-8.166192238	-7.638406502	0.0036268799041608528	0.00075174961058088416	0.003682025804001752	-4.452593041	-3.1646884	6.10	1.5	1.5	0.32733222842216492	1.2359229959166602	-0.064611682000000224	0.8306541	-0.04553405179906012	4.118319844	4.117774589	4.12014524812448	1.23592299591666	0.2829575538635254	-3.53	7.08	2.883145563	2.88422225220782	0.00029757473384961484	0.84	0.31368842720985412	0.67	116.59	6.10	-0.030944259	0.16	-0.15	7.3	-8.62271001	-1.079778790473938	-6.254901263	-8.488005891	-5.922701161	0.041839982
	1987-02-01	-0.335	3.6390237808227536	-0.8765672	-3.2804362773895264	-1.27	11.534090995788574	0.20184658467769624	0.16007208824157714	8.413262	13.316573143005372	-0.12898445129394532	0.0035294	-0.0003902316	1.777836587280035e-06	0.003770072711631656	0.41681915521621704	1.68	-0.84	0.84	2.382095922	2.970504605	0.005325749971983116	0.0063623682498463064	0.01040942655482216	5.083403705	6.499846156	6.30	2.1	2.1	2.4509804248809816	1.2353166496099704	-0.06567878599999988	0.8341835	-0.048710900020459752	4.131015553	4.140201858	4.1309734992081504	1.2353166496099698	0.28256732225418092	-3.30	7.25	2.895841272	2.89565684959818	0.00029935257043689488	0.70	0.31745849999999996	0.71	115.70	6.30	-0.027842858	-0.26	0.34	7.2	1.873141241	4.319777	3.101218228	2.023317852	3.4665731700000004	0.042131652
	1987-03-01	-3.335	2.621721	-0.8309919	-2.782288	-1.25	11.60764	0.20451517403125764	0.1558901	8.205344	13.252848625183106	-0.063724520000000008	7.18e-05	-0.0023396015167236328	9.010546e-08	0.002706568	0.3964004	1.71	-0.78	0.93	8.159401806	8.781013725	0.0076505451106042752	0.0097796442306922128	0.01333897163759164	7.119575531	8.5634639920000016	6.36	3.0	3	3.807947	1.23625045557382	-0.06318314799999936	0.8342553	-0.048866162992020176	4.132790937	4.140665012	4.13457818410218	1.23625045557382	0.28022772073745728	-2.44	7.25	2.897616656	2.89832772852836	0.00029944267589598896	0.68	0.32016506791114808	0.77	115.09	6.36	-0.028308501	-0.34000000000000004	0.38	6.9	7.621727388	4.7656044960021976	5.098981798	7.780378295	5.471416121	0.047733789
	1987-04-01	-5.505	1.7017948627471924	-0.6303343	-2.5594513416290284	-1.19	11.442856788635254	0.19665825366973876	0.1387353390455246	8.210706	13.311077117919922	0.05822849	0.0025999	-0.0011651207460090518	1.373241e-07	0.0006853938	0.3822652	1.45	0.30	1.75	5.563922724	6.312023129	0.009572508802649168	0.0076225772328383344	0.0097055686713238512	2.042616309	3.172096576	6.72	3.8	3.8	3.161397695541382	1.23941772738611	-0.064731189000000192	0.8368552	-0.05571356095079016	4.139002391	4.128043649	4.13551234021232	1.23941772738611	0.2790626	-1.69	8.02	2.8973978159999996	2.89609461282621	0.00029957999999999996	0.98	0.32085046172142028	1.08	112.46	6.72	-0.020223329	-0.21	0.93	6.2	4.68929049	3.959432	-0.413328163	4.880720491	-0.116606872	0.041345025
	1987-05-01	-1.875	0.6002104	-0.3879451	-2.3081815242767332	-1.18	11.439274787902832	0.20254844427108764	0.1358954	7.63622	13.26923	-0.041847117245197296	0.0078937	-0.0008634	1.10474e-06	0.0037822723388671872	0.37542226910591128	1.24	0.89	2.13	4.071851377	4.8093779120000008	0.0095362238442000768	0.01126112857586466	0.01144733017853851	2.080082921	3.209977896	7.24	3.9	3.9	4.6901173591613768	1.2429908869506794	-0.068619975999999912	0.8447489	-0.056704754866329744	4.1454083300000008	4.136687	4.1465773345222896	1.242990886950679	0.27819919999999996	-0.74	8.61	2.903803756	2.9035864475716104	0.00030068474006839096	1.27	0.32463273406028748	1.58	111.75	7.24	-0.020103486	-0.1	1.28	6.1	3.20958145	2.4786422252655028	-0.376763291	3.398305724	-0.079933054	0.041044788
	1987-06-01	-2.845	1.09773	-1.375504493713379	-4.178095	-1.20	10.97473	0.2348397	0.1490868479013443	7.558429	13.76747	0.49824	-0.0021231	0.00038742605829611424	-2.1987943910062312e-06	0.004328066	0.3719408	1.30	0.71	2.01	-5.436265917	-4.766120607	0.0093286614133830672	0.01313428943714611	0.01397693237675837	5.672386408	6.842043553	7.12	3.7	3.7	5.5737705230712888	1.2431181637338904	-0.068384538000000104	0.8426258	-0.057708679009279792	4.150126103	4.1667551420000008	4.1526252357055608	1.24311816373389	0.27858662605285644	-0.97	8.40	2.908521528	2.90950707197167	0.00029848594567738472	1.22	0.3289608	1.45	113.27	7.12	-0.020353468	-0.25	1.11	6.3	-6.219757927	3.777342	3.129081242	-6.048275708	3.436357241	0.042253898
	1987-07-01	1.905	1.4790204763412476	-1.594222	-4.4281063079833984	-1.19	11.011056900024414	0.2560752	0.1581353	7.476771	14.064258575439454	0.29678857326507568	0.0011391	-0.0007994771	5.102543e-07	0.0053027329999999992	0.352005273103714	1.29	0.47	1.76	0.476386563	1.143578571	0.009774775752697352	0.01373090288148619	0.009612986396493944	2.066970673	4.277071137	6.87	3.9	3.9	5.762712	1.2532140096114798	-0.071173161999999552	0.8437649	-0.062581295294379832	4.15703137	4.13498254	4.15918736288124	1.2532140096114802	0.27778714895248412	-1.07	8.45	2.906040156	2.90597335326976	0.0002989962	0.86	0.33426353335380556	1.18	114.74	6.87	-0.010483201	-0.09	0.91	6.1	-0.21221804	5.5091659999999992	-0.353342747	-0.04322234	0.199574806	0.038982403
	1987-08-01	-4.825	2.544634	-1.7466288805007934	-3.7473015785217288	-1.13	10.662786483764648	0.253361	0.15309201180934906	8.079372	14.0123	-0.051958575844764712	0.0041077	-0.00027883052825927736	-5.471289e-07	0.0023933947086334228	0.35618555545806884	1.22	0.57	1.79	0.431604269	1.098498909	0.01072252510689102	0.01570413969703155	0.01243605228686776	4.5439049669999992	6.807639566	6.90	4.3	4.3	6.930693	1.2533634742144998	-0.0685078929999996	0.8478726	-0.063350771178240184	4.165310819	4.173329788	4.1661335687736496	1.2533634742144998	0.27750831842422484	-2.16	8.76	2.9143196050000004	2.91277009455915	0.00029844907112419604	0.66	0.33665692806243896	0.86	114.50	6.90	-0.007906623	-0.43	1.13	5.8	-0.256693424	6.041283	2.06485602	-0.087773045	2.63119163	0.038682074
	1987-09-01	-0.595	1.803618	-1.5867506265640258	-2.1592357158660888	-1.13	10.46942138671875	0.2460286	0.15062646567821502	7.715896	14.046477317810058	0.034177319999999996	0.0057709	0.00058990720000000008	-3.3506075851619244e-06	-0.00048322806833311912	0.363887757062912	1.52	0.24	1.76	1.7917740499999998	2.467700608	0.01073290201577998	0.0148790755349956	0.01264085275234796	3.0521871100000004	5.283620895	7.49	4.4	4.4	6.3621535301208496	1.2470710481976806	-0.06259581199999964	0.8536435	-0.06416655725423004	4.167652333	4.178578475	4.16445376803954	1.247071048197681	0.27809822559356688	-1.62	9.42	2.91666112	2.91738271984186	0.00029509846353903412	0.71	0.3361737	1.09	112.35	7.49	-0.009435376	-0.42	1.44	5.7	1.094154574	-1.1712802648544312	0.60851126	1.265362683	1.166765931	0.040360896
	1987-10-01	-5.655	-0.11527478694915772	0.7997704	-1.6602483987808228	-1.10	8.2608270000000016	0.19127164781093596	0.134850412607193	6.581025	14.10535	0.05887268	0.0006026	-0.0033702256623655556	3.713364549184916e-07	0.0020766	0.42992174625396728	1.61	0.09	1.70	6.488393482	6.35756569	0.01116376888255812	0.01820724935511656	0.01535072293390412	3.725227375	5.628352002	8.29	4.5	4.5	7.855974	1.25689509140709	-0.063835208000000424	0.8542461	-0.062701889999160264	4.182124949	4.190112213	4.1809266252811496	1.25689509140709	0.27472800000000004	-0.18	9.52	2.923452813	2.92403153387406	0.00029546979999999996	0.74	0.3382503	2.16	112.19	8.29	-0.000541510	-0.01	1.65	5.7	5.092935142	5.062469	0.320900403	5.073875727	0.804676484	0.041224202
	1987-11-01	-3.5	0.35118347406387328	-0.7887202	-1.6492687463760376	-1.22	7.445846	0.16657023131847382	0.12468598037958146	7.83067	14.09376	-0.01159	-0.0042072	0.0020392	-1.5981211163307308e-06	0.003674	0.4412939548492432	1.60	-0.45	1.15	-0.875108753	-0.996890013	0.01129907689807879	0.018454707911123852	0.01566170868183291	6.074360059	8.020585987	7.40	4.5	4.5	7.920792	1.2571521656337402	-0.063346913999999808	0.8500389	-0.062909919195590192	4.187282233	4.181831798	4.18663846141974	1.2571521656337402	0.2767672	-0.19	8.86	2.928610096	2.929486295786	0.00029387167887762188	0.64	0.3419243	1.71	107.93	7.40	0.000038900	0.31	1.22	5.6	-2.174073379	5.8086514472961424	2.592933079	-2.191814866	3.087665552	0.038077976
	1987-12-01	-6.905	-0.24338875710964204	-0.62529520000000008	-1.3392844200134278	-1.18	7.413141	0.16357497870922088	0.14316590000000002	8.236	14.14587116241455	0.052111163735389712	-0.0001007	0.0017608347116038204	-3.029679e-06	0.0017659	0.41330742835998536	1.77	-0.49	1.28	-0.321401532	-0.443863056	0.01096466374197886	0.01688911672297123	0.01425998803336419	3.77756972	5.681654712	7.87	4.4	4.4	7.236842	1.2561773963385096	-0.063743643999999656	0.8499382	-0.0645325316036498	4.1921546449999992	4.178958345	4.1877147561006696	1.2561773963385102	0.27852803468704224	-0.17	8.99	2.933482508	2.93153735976216	0.00029084199999999996	0.53	0.3436902	2.10	105.19	7.87	0.003190351	0.13	1.48	5.4	-1.627622116	2.6116478443145752	0.371524839	-1.645462707	0.855545046	0.039952513
	1988-01-01	4.755	0.4096966	-1.4891464710235596	-2.3487809999999996	-1.19	7.782925	0.16716738045215606	0.13411764800548554	8.0284194946289056	14.191662788391114	0.045791625976562496	0.0031083	0.001578465336933732	1.7035628161465866e-06	0.0009564327	0.4406193	1.73	-1.07	0.66	-10.7884034	-10.02593035	0.01007664169307256	0.01764873770803594	0.01635255953965636	0.763470093	2.897885797	7.11	4.0	4	7.667211	1.2614739426149896	-0.064979670000000048	0.8530465	-0.067384740953099872	4.192675931	4.190601264	4.19286061092764	1.26147394261499	0.2801065	0.00	8.67	2.930191876	2.93138666831265	0.0002925455628428608	0.50	0.3446466326713562	1.30	105.07	7.11	0.003838077	0.38	0.94	6.3	-11.11954242	6.628843	-2.420311073	-10.93181046	-1.887286811	0.033986093
	1988-02-01	-1.735	1.45255	-1.6156151294708252	-2.9095191955566408	-1.22	8.299349	0.17852286994457244	0.1288792	8.411432	14.107502937316894	-0.08415985	0.0061487	-0.0038386734668165448	8.077768e-07	0.0007193983	0.41318795084953312	1.75	-1.93	-0.18	1.984949159	2.856593405	0.0097347108383034528	0.01556647555595698	0.01339415034747029	5.662890765	7.90108813	6.72	3.9	3.9	6.379585	1.2608364844095	-0.064298818999999784	0.8591952	-0.070302675885609568	4.197053064	4.2020188989999992	4.19527819720588	1.2608364844095	0.27626782655715944	-0.85	8.21	2.934569009	2.9344417127963804	0.00029335333965718748	0.49	0.34536603093147276	1.06	106.16	6.72	0.005651845	1.08	0.57	6.2	1.6063975130000002	2.559735	2.324304655	1.821009014	2.883246148	0.035887038
	1988-03-01	-2.775	0.62706399999999992	-1.7220152616500854	-2.999231	-1.18	10.3680419921875	0.21988278627395628	0.12053168565034866	7.854672	14.10471248626709	-0.0027904510000000004	0.0030961	-0.0022538602352142332	9.4791179999999984e-07	0.0006558299	0.40252617001533512	1.93	-1.78	0.15	10.69917475	11.64529768	0.009679636788967736	0.01546526421989401	0.01350473749989067	6.214449545	8.464330268	6.74	3.9	3.9	6.5390750000000008	1.26105164446634	-0.060952669000000616	0.8622913	-0.07033273424406028	4.199282489	4.203042004	4.1985205281571296	1.26105164446634	0.2740139663219452	-0.16	8.37	2.936798433	2.93746888369079	0.00029430125141516328	0.54	0.3460218608379364	1.04	104.65	6.74	0.005341294	1.23	0.76	5.9	10.28827731	3.670431	2.858436063	10.52122655	3.420295223	0.040871084
	1988-04-01	-1.355	0.07855936	-1.4066429138183594	-2.599439	-1.23	10.610231399536132	0.25550450000000004	0.11936037987470626	8.008887	14.171051979064942	0.06633949	0.0012094	-0.00066894290000000008	-1.4007964637130498e-06	0.0002080391568597406	0.3970841467380524	1.90	-1.05	0.85	6.005206924	5.874092145	0.009613603204933512	0.016620267094004478	0.01755965257074351	1.184687174	2.474018664	7.04	3.9	3.9	6.774194	1.25729663183776	-0.064358227000000488	0.8635007	-0.067150281333269832	4.204622468	4.195095972	4.2042456598772	1.25729663183776	0.273345023393631	0.04	8.72	2.9478087730000004	2.94694902803944	0.00029290045495145024	0.53	0.34622989999999996	1.13	103.68	7.04	0.002726868	0.31	0.90	5.3	4.988234683	4.2901482582092288	-2.1416686130000004	4.965132081	-1.808322344	0.035972319
